Группа,Преподаватель,Подгруппа,Дисциплина,Кабинет,Время,Дата
ПКД24-4,Полякова М.В.,1.2,БД.03 История,250а,12.15-13.00 13.15-14.00,30.04.2026
ПКД24-4,Улыбина Н.Г.,1.2,"МДК.03.02 Процессы приготовления, подготовки к реализации холодных блюд, кулинарных изделий, закусок сложного ассортимента",121,14.10-14.55 15.05-15.50,30.04.2026
ПП24-15,Ефимов А.Н.,1.2,МДК.01.01 Технология каменных работ,104а,8.00-8.45 8.55-9.40,30.04.2026
ПП24-15,Ефимов А.Н.,1.2,МДК.01.01 Технология каменных работ,104а,10.00-10.45 11.05-11.50,30.04.2026
ПП24-15,Коробова Ю.А.,1.2,АДП. 01 Эффективное поведение на рынке труда,245,12.15-13.00 13.15-14.00,30.04.2026
ПП24-16,Зылёв А.Д.,1.2,Экзамен АДП.03 Адаптивные информационные и коммуникационные технологии,209,8.00-8.45 8.55-9.40,30.04.2026
ПП24-16,Зылёв А.Д.,1.2,Экзамен АДП.03 Адаптивные информационные и коммуникационные технологии,209,10.00-10.45 11.05-11.50,30.04.2026
ПП24-16,Зылёв А.Д.,1.2,Экзамен АДП.03 Адаптивные информационные и коммуникационные технологии,209,12.15-13.00 13.15-14.00,30.04.2026
ПП25-17,Абакумов А.В.,1.2,ОП.01 Чтение чертежей,140а,10.00-10.45 11.05-11.50,30.04.2026
ПП25-17,Богданова О.А.,1.2,АДП.01 Коммуникативный практикум,библ,12.15-13.00 13.15-14.00,30.04.2026
ПП25-18,Деньгуб А.А.,1.2,"УП.01.01 Учебная практика ""Ввод и обработка цифровой информации""",135,8.00-8.45 8.55-9.40,30.04.2026
ПП25-18,Деньгуб А.А.,1.2,"УП.01.01 Учебная практика ""Ввод и обработка цифровой информации""",135,10.00-10.45 11.05-11.50,30.04.2026
ПП25-18,Деньгуб А.А.,1.2,"УП.01.01 Учебная практика ""Ввод и обработка цифровой информации""",135,12.15-13.00 13.15-14.00,30.04.2026
С23-3,Русских Ю.В.,1.2,ПДП. ПРОИЗВОДСТВЕННАЯ ПРАКТИКА (ПРЕДДИПЛОМНАЯ),,8.00-8.45 8.55-9.40,30.04.2026
С23-3,Русских Ю.В.,1.2,ПДП. ПРОИЗВОДСТВЕННАЯ ПРАКТИКА (ПРЕДДИПЛОМНАЯ),,10.00-10.45 11.05-11.50,30.04.2026
С23-3,Русских Ю.В.,1.2,ПДП. ПРОИЗВОДСТВЕННАЯ ПРАКТИКА (ПРЕДДИПЛОМНАЯ),,12.15-13.00 13.15-14.00,30.04.2026
СС25-3,Тропина Н.Ю.,1.2,БД.01 Русский язык,247,8.00-8.45 8.55-9.40,30.04.2026
СС25-3,Панфилова О.Л.,1.2,БД.02 Литература,125,10.00-10.45 11.05-11.50,30.04.2026
СС25-3,Фазылов Р.Ю.,1.2,БД.08 Основы безопасности и защита Родины,242,12.15-13.00 13.15-14.00,30.04.2026
ТОд23-1,Мухар О. А.,1.2,ЕН.02 Информатика,139,8.00-8.45 8.55-9.40,30.04.2026
ТОд23-1,Бурундуков Е.В.,1.2,ОП.16 Основы законодательства в сфере дорожного движения,139,10.00-10.45 11.05-11.50,30.04.2026
ТОд23-1,Пилипук В.А.,1.2,МДК.03.01 Особенности конструкций автотранспортных средств,117,12.15-13.00 13.15-14.00,30.04.2026
ТОд23-1,Григораш А.В.,1.2,БД.05 География,150,14.10-14.55 15.05-15.50,30.04.2026
Э25-6,Шмелёва А.В.,1.2,ПД.02 Математика,245,8.00-8.45 8.55-9.40,30.04.2026
Э25-6,Фазылов Р.Ю.,1.2,БД.09 Основы безопасности и защита Родины,242,10.00-10.45 11.05-11.50,30.04.2026
Э25-6,Тропина Н.Ю.,1.2,БД.02 Литература,247,12.15-13.00 13.15-14.00,30.04.2026
Э25-6,Дьячкова Е.Р.,1.2,МДК.01.01 Практические основы бухгалтерского учета активов организации и источников их формирования,245,14.10-14.55 15.05-15.50,30.04.2026
ЭСХ23-4,Кузнецов Н.В.,1.2,МДК.02.04 Организация производства и управление на сельскохозяйственном предприятии,202,8.00-8.45 8.55-9.40,30.04.2026
ЭСХ23-4,Кузнецов Н.В.,1.2,МДК.02.04 Организация производства и управление на сельскохозяйственном предприятии,202,10.00-10.45 11.05-11.50,30.04.2026
ЭСХ23-4,Абакумов А.В.,1.2,МДК.02.05 Выполнение сварочных работ,239,12.15-13.00 13.15-14.00,30.04.2026
ЭСХ23-4,Абакумов А.В.,1.2,МДК.02.05 Выполнение сварочных работ,239,14.10-14.55 15.05-15.50,30.04.2026
ЭСХ25-5,Вахрамеева С.Н.,1.2,ПД.02 Физика,206,10.00-10.45 11.05-11.50,30.04.2026
ЭСХ25-5,Кузнецов Н.В.,1.2,"МДК.01.01 Назначение, общее устройство, режимы работы тракторов, автомобилей, сельскохозяйственных машин и оборудования.",202,12.15-13.00 13.15-14.00,30.04.2026
ЭСХ25-5,Кузнецов Н.В.,1.2,"МДК.01.01 Назначение, общее устройство, режимы работы тракторов, автомобилей, сельскохозяйственных машин и оборудования.",202,14.10-14.55 15.05-15.50,30.04.2026
ЭСХ25-5,Чернецов А.В.,1.2,ПД.03 Биология,203,16.10-16.55 17.15-18.00,30.04.2026
2367,Начметдинов Р.О.,1,"УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""",118,8.00-8.45 8.55-9.40,30.04.2026
2367,Мещерякова Д.М.,2,"УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""",лабор,8.00-8.45 8.55-9.40,30.04.2026
2367,Начметдинов Р.О.,1,"УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""",118,10.00-10.45 11.05-11.50,30.04.2026
2367,Мещерякова Д.М.,2,"УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""",лабор,10.00-10.45 11.05-11.50,30.04.2026
2367,Начметдинов Р.О.,1,"УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""",118,12.15-13.00 13.15-14.00,30.04.2026
2367,Мещерякова Д.М.,2,"УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""",лабор,12.15-13.00 13.15-14.00,30.04.2026
2472,Волчихин К.А.,1.2,СГ.04 Физическая культура,с/з,8.00-8.45 8.55-9.40,30.04.2026
2472,Вострецова Н.В.,1.2,СГ.03 Безопасность жизнедеятельности,112,10.00-10.45 11.05-11.50,30.04.2026
2472,Карпова А.В.,1.2,ОДБ.07 Информатика,250,12.15-13.00 13.15-14.00,30.04.2026
2473,Азиатцев Е.С.,1.2,"МДК.02.02 Выполение работ по профессии ""Тракторист-машинист сельскохозяйственного производства B, C, D, E ,F""",105,8.00-8.45 8.55-9.40,30.04.2026
2473,Азиатцев Е.С.,1.2,"МДК.02.02 Выполение работ по профессии ""Тракторист-машинист сельскохозяйственного производства B, C, D, E ,F""",105,10.00-10.45 11.05-11.50,30.04.2026
2473,Азиатцев Е.С.,1.2,"МДК.02.02 Выполение работ по профессии ""Тракторист-машинист сельскохозяйственного производства B, C, D, E ,F""",105,12.15-13.00 13.15-14.00,30.04.2026
2473,Азиатцев Е.С.,1.2,"МДК.02.02 Выполение работ по профессии ""Тракторист-машинист сельскохозяйственного производства B, C, D, E ,F""",105,14.10-14.55 15.05-15.50,30.04.2026
2474,Панфилова О.Л.,1.2,ОДБ.02 Литература,125,8.00-8.45 8.55-9.40,30.04.2026
2474,Косичкин Т.В.,1,"УП.03.01 Учебная практика ""Частично механизированная сварка (наплавка) плавлением различных деталей""",№2 гараж,10.00-10.45 11.05-11.50,30.04.2026
2474,Косичкин Т.В.,2,"УП.03.01 Учебная практика ""Частично механизированная сварка (наплавка) плавлением различных деталей""",№2 гараж,10.00-10.45 11.05-11.50,30.04.2026
2474,Косичкин Т.В.,1,"УП.03.01 Учебная практика ""Частично механизированная сварка (наплавка) плавлением различных деталей""",№2 гараж,12.15-13.00 13.15-14.00,30.04.2026
2474,Косичкин Т.В.,2,"УП.03.01 Учебная практика ""Частично механизированная сварка (наплавка) плавлением различных деталей""",№2 гараж,12.15-13.00 13.15-14.00,30.04.2026
2474,Косичкин Т.В.,1,"УП.03.01 Учебная практика ""Частично механизированная сварка (наплавка) плавлением различных деталей""",№2 гараж,14.10-14.55 15.05-15.50,30.04.2026
2474,Косичкин Т.В.,2,"УП.03.01 Учебная практика ""Частично механизированная сварка (наплавка) плавлением различных деталей""",№2 гараж,14.10-14.55 15.05-15.50,30.04.2026
2475,Машер В.В.,1.2,МДК.02.02 Настройка и сопровождение программного обеспечения сетевых устройств инфокоммуникационных систем,207,8.00-8.45 8.55-9.40,30.04.2026
2475,Машер В.В.,1.2,"УП.02.01 Учебная практика ""Настройка и обеспечение работоспособности программных и аппаратных средств устройств инфокоммуникационных систем""",207,10.00-10.45 11.05-11.50,30.04.2026
2475,Машер В.В.,1.2,"УП.02.01 Учебная практика ""Настройка и обеспечение работоспособности программных и аппаратных средств устройств инфокоммуникационных систем""",207,12.15-13.00 13.15-14.00,30.04.2026
2475,Машер В.В.,1.2,"УП.02.01 Учебная практика ""Настройка и обеспечение работоспособности программных и аппаратных средств устройств инфокоммуникационных систем""",207,14.10-14.55 15.05-15.50,30.04.2026
2476,Проломова Е.Н.,1.2,ОП.06 Иностранный язык в профессиональной деятельности,239,8.00-8.45 8.55-9.40,30.04.2026
2476,Григораш А.В.,1.2,ОДБ.05 География,150,10.00-10.45 11.05-11.50,30.04.2026
2476,Григораш А.В.,1.2,ОДБ.05 География,150,12.15-13.00 13.15-14.00,30.04.2026
2476,Пилипук В.А.,1.2,МДК.03.02 Ремонт автомобилей,117,14.10-14.55 15.05-15.50,30.04.2026
2577,Фазылов Р.Ю.,1.2,ОДБ.09 Основы безопасности и защита Родины,242,8.00-8.45 8.55-9.40,30.04.2026
2577,Шмелёва А.В.,1.2,ОДП.11 Математика,240,10.00-10.45 11.05-11.50,30.04.2026
2577,Волчихин К.А.,1.2,ОДБ.08 Физическая культура,с/з,12.15-13.00 13.15-14.00,30.04.2026
2577,Седякина Д.Ю.,1.2,ОДБ.06 Иностранный язык,240,14.10-14.55 15.05-15.50,30.04.2026
2578,Вахрамеева С.Н.,1.2,ОДП.13 Физика,206,8.00-8.45 8.55-9.40,30.04.2026
2578,Тропина Н.Ю.,1.2,ОДБ.01 Русский язык,247,10.00-10.45 11.05-11.50,30.04.2026
2578,Шмелёва А.В.,1.2,ОДП.11 Математика,139,12.15-13.00 13.15-14.00,30.04.2026
2578,Шмелёва А.В.,1.2,ОДП.11 Математика,139,14.10-14.55 15.05-15.50,30.04.2026
2579,Григораш С.В.,1.2,ОП.02 Основы электротехники,104,8.00-8.45 8.55-9.40,30.04.2026
2579,Волчихин К.А.,1.2,ОДБ.07 Физическая культура,с/з,10.00-10.45 11.05-11.50,30.04.2026
2579,Вахрамеева С.Н.,1.2,ОДП.13 Физика,206,12.15-13.00 13.15-14.00,30.04.2026
2580,Пилипук В.А.,1.2,МДК.01.03 Предпродажная подготовка автотранспортных средств,117,8.00-8.45 8.55-9.40,30.04.2026
2580,Пилипук В.А.,1.2,МДК.01.03 Предпродажная подготовка автотранспортных средств,117,10.00-10.45 11.05-11.50,30.04.2026
2580,Григораш С.В.,1.2,ОП.02 Электротехника,104,12.15-13.00 13.15-14.00,30.04.2026
2580,Григораш С.В.,1.2,ОП.02 Электротехника,104,14.10-14.55 15.05-15.50,30.04.2026
2581,Седякина Д.Ю.,1.2,ОДБ.06 Иностранный язык,библ,8.00-8.45 8.55-9.40,30.04.2026
2581,Григораш С.В.,1.2,ОП.04 Основы электротехники,104,10.00-10.45 11.05-11.50,30.04.2026
2581,Бурундуков Е.В.,1.2,ОДБ.05 География,240,12.15-13.00 13.15-14.00,30.04.2026
2581,Богданов М.В.,1.2,ОДБ.10 Химия,203,14.10-14.55 15.05-15.50,30.04.2026
2582,Улыбина Н.Г.,1.2,Экзамен ОПЦ.05 Основы калькуляции и учета,121,8.00-8.45 8.55-9.40,30.04.2026
2582,Улыбина Н.Г.,1.2,Экзамен ОПЦ.05 Основы калькуляции и учета,121,10.00-10.45 11.05-11.50,30.04.2026
2582,Улыбина Н.Г.,1.2,Экзамен ОПЦ.05 Основы калькуляции и учета,121,12.15-13.00 13.15-14.00,30.04.2026
2583,Богданов М.В.,1.2,Экзамен ОДБ.10 Химия,ЭО,8.00-8.45 8.55-9.40,30.04.2026
2583,Богданов М.В.,1.2,Экзамен ОДБ.10 Химия,ЭО,10.00-10.45 11.05-11.50,30.04.2026
2583,Богданов М.В.,1.2,Экзамен ОДБ.10 Химия,ЭО,12.15-13.00 13.15-14.00,30.04.2026
ДО22-5,Бабкина М.В.,1.2,ПДП ПРОИЗВОДСТВЕННАЯ ПРАКТИКА (ПРЕДДИПЛОМНАЯ),,8.00-8.45 8.55-9.40,02.05.2026
ДО22-5,Бабкина М.В.,1.2,ПДП ПРОИЗВОДСТВЕННАЯ ПРАКТИКА (ПРЕДДИПЛОМНАЯ),,10.00-10.45 11.05-11.50,02.05.2026
ДО22-5,Бабкина М.В.,1.2,ПДП ПРОИЗВОДСТВЕННАЯ ПРАКТИКА (ПРЕДДИПЛОМНАЯ),,12.15-13.00 13.15-14.00,02.05.2026
ПКД22-3,Улыбина Н.Г.,1.2,ПДП ПРОИЗВОДСТВЕННАЯ ПРАКТИКА (ПРЕДДИПЛОМНАЯ),,8.00-8.45 8.55-9.40,02.05.2026
ПКД22-3,Улыбина Н.Г.,1.2,ПДП ПРОИЗВОДСТВЕННАЯ ПРАКТИКА (ПРЕДДИПЛОМНАЯ),,10.00-10.45 11.05-11.50,02.05.2026
ПКД22-3,Улыбина Н.Г.,1.2,ПДП ПРОИЗВОДСТВЕННАЯ ПРАКТИКА (ПРЕДДИПЛОМНАЯ),,12.15-13.00 13.15-14.00,02.05.2026
С23-3,Русских Ю.В.,1.2,ПДП. ПРОИЗВОДСТВЕННАЯ ПРАКТИКА (ПРЕДДИПЛОМНАЯ),,8.00-8.45 8.55-9.40,02.05.2026
С23-3,Русских Ю.В.,1.2,ПДП. ПРОИЗВОДСТВЕННАЯ ПРАКТИКА (ПРЕДДИПЛОМНАЯ),,10.00-10.45 11.05-11.50,02.05.2026
С23-3,Русских Ю.В.,1.2,ПДП. ПРОИЗВОДСТВЕННАЯ ПРАКТИКА (ПРЕДДИПЛОМНАЯ),,12.15-13.00 13.15-14.00,02.05.2026
2472,Алта В.В.,1.2,"УП.02.01 Учебная практика ""Выполнение облицовочных, мозаичных и декоративных работ""",102,8.00-8.45 8.55-9.40,02.05.2026
2472,Алта В.В.,1.2,"УП.02.01 Учебная практика ""Выполнение облицовочных, мозаичных и декоративных работ""",102,10.00-10.45 11.05-11.50,02.05.2026
2472,Алта В.В.,1.2,"УП.02.01 Учебная практика ""Выполнение облицовочных, мозаичных и декоративных работ""",102,12.15-13.00 13.15-14.00,02.05.2026
