"Группа","Преподаватель","Подгруппа","Дисциплина","Кабинет","Время","Дата"
"ДО24-6","Мартемьянова С.В.","1.2","ОПЦ.07 Основы обучения лиц с особыми образовательными потребностями","250","18.00-18.45 18.55-19.40","10.09.2026"
"ДО24-6","Мартемьянова С.В.","1.2","ОПЦ.09 Детская психология","250","14.00-14.45 14.55-15.40","10.09.2026"
"ДО26-7","Мартемьянова С.В.","1.2","ПОО.01 Ведение в специальность","250","16.00-16.45 17.05-17.50","10.09.2026"
"ДО26-7","Богданов М.В.","1.2","ОУП.07 Химия","203","18.00-18.45 18.55-19.40","10.09.2026"
"ДО26-7","Панфилова О.Л.","1.2","ОУП.02 Литература","125","14.00-14.45 14.55-15.40","10.09.2026"
"ПКД24-4","Богданов М.В.","1.2","ЕН.01 Химия","203","16.00-16.45 17.05-17.50","10.09.2026"
"ПКД24-4","Богданов М.В.","1.2","ЕН.01 Химия","203","14.00-14.45 14.55-15.40","10.09.2026"
"ПКД26-5","Еськова И.П.","1.2","ПД.11 Математика","247","16.00-16.45 17.05-17.50","10.09.2026"
"ПКД26-5","Седякина Д.Ю.","1.2","БД.06 Иностранный язык","133","14.00-14.45 14.55-15.40","10.09.2026"
"ПП25-17","Зылёва Я.Ф.","1.2","ОП.06 Основы бережливого производства","140а","8.00-8.45 8.55-9.40","11.09.2026"
"ПП25-17","Зылёва Я.Ф.","1.2","ОП.06 Основы бережливого производства","140а","10.00-10.45 11.05-11.50","11.09.2026"
"ПП25-17","Зылёв А.Д.","1.2","АДП. 03 Адаптивные информационные и коммуникационные технологии","9 общ ПК","12.10-12.55 13.05-13.50","11.09.2026"
"ПП25-18","Деньгуб А.А.","1.2","УП.02.01Учебная практика ""Хранение, передача и публикация цифровой информации""","135","8.00-8.45 8.55-9.40","11.09.2026"
"ПП25-18","Деньгуб А.А.","1.2","УП.02.01Учебная практика ""Хранение, передача и публикация цифровой информации""","135","10.00-10.45 11.05-11.50","11.09.2026"
"ПП25-18","Деньгуб А.А.","1.2","УП.02.01Учебная практика ""Хранение, передача и публикация цифровой информации""","135","12.10-12.55 13.05-13.50","11.09.2026"
"СС25-3","Пуртова А.В.","1.2","БД.03 История","240","16.00-16.45 17.05-17.50","11.09.2026"
"СС25-3","Вахрамеева С.Н.","1.2","ПД.03 Физика","206","18.00-18.45 18.55-19.40","11.09.2026"
"СС25-3","Малушкин А.В.","1.2","ОП.05 Основы проектирования баз данных","209","14.00-14.45 14.55-15.40","11.09.2026"
"СС26-4","Зылёва Я.Ф.","1.2","СГ.06 Основы финансовой грамотности","139","16.00-16.45 17.05-17.50","11.09.2026"
"СС26-4","Машер В.В.","1.2","ПОО.02 Введение в специальность","207","18.00-18.45 18.55-19.40","11.09.2026"
"СС26-4","Еськова И.П.","1.2","ПД.01 Математика","202","14.00-14.45 14.55-15.40","11.09.2026"
"ТОд23-1","Полякова М.В.","1.2","ОГСЭ.03 Иностранный язык в профессиональной деятельности","250а","16.00-16.45 17.05-17.50","11.09.2026"
"ТОд23-1","Полякова М.В.","1.2","ОГСЭ.03 Иностранный язык в профессиональной деятельности","250а","18.00-18.45 18.55-19.40","11.09.2026"
"ТОд23-1","Полякова М.В.","1.2","ОГСЭ.03 Иностранный язык в профессиональной деятельности","250а","14.00-14.45 14.55-15.40","11.09.2026"
"Э25-6","Дьячкова Е.Р.","1.2","МДК.01.02 Организация расчетов с бюджетами бюджетной системы Российской Федерации","245","16.00-16.45 17.05-17.50","11.09.2026"
"Э25-6","Дьячкова Е.Р.","1.2","МДК.01.01 Практические основы бухгалтерского учета активов организации и источников их формирования","245","18.00-18.45 18.55-19.40","11.09.2026"
"Э25-6","Зылёв А.Д.","1.2","ПД.03 Информатика","207","14.00-14.45 14.55-15.40","11.09.2026"
"ЭСХ23-4","Глыдов В.Н.","1.2","МДК.04.03 Организация и выполнение грузовых перевозок автомобильным транспортом","104","16.00-16.45 17.05-17.50","11.09.2026"
"ЭСХ23-4","Глыдов В.Н.","1.2","МДК.04.03 Организация и выполнение грузовых перевозок автомобильным транспортом","104","18.00-18.45 18.55-19.40","11.09.2026"
"ЭСХ23-4","Пилипук В.А.","1.2","МДК.04.01 Устройство и техническое обслуживание транспортных средств категории ""BC"" как объектов управления","117","14.00-14.45 14.55-15.40","11.09.2026"
"ЭСХ25-5","Кузнецов Н.В.","1.2","МДК.01.02 Подготовка тракторов и сельскохозяйственных машин и механизмов к работе.","202","16.00-16.45 17.05-17.50","11.09.2026"
"ЭСХ25-5","Еськова И.П.","1.2","ПД.01 Математика","240","18.00-18.45 18.55-19.40","11.09.2026"
"ЭСХ25-5","Азиатцев Е.С.","1","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","гараж","14.00-14.45 14.55-15.40","11.09.2026"
"ЭСХ25-5","Зуев Н.А.","2","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","№15 гараж","14.00-14.45 14.55-15.40","11.09.2026"
"2367","Мещерякова Д.М.","1","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","лабор","8.00-8.45 8.55-9.40","11.09.2026"
"2367","Улыбина Н.Г.","2","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","118","8.00-8.45 8.55-9.40","11.09.2026"
"2367","Мещерякова Д.М.","1","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","лабор","10.00-10.45 11.05-11.50","11.09.2026"
"2367","Улыбина Н.Г.","2","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","118","10.00-10.45 11.05-11.50","11.09.2026"
"2367","Мещерякова Д.М.","1","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","лабор","12.10-12.55 13.05-13.50","11.09.2026"
"2367","Улыбина Н.Г.","2","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","118","12.10-12.55 13.05-13.50","11.09.2026"
"2577","Романовская Е.В.","1.2","ОДБ.04 Обществознание (включая экономику и право)","247","8.00-8.45 8.55-9.40","11.09.2026"
"2577","Вахрамеева С.Н.","1.2","ОДП.12 Физика","206","10.00-10.45 11.05-11.50","11.09.2026"
"2577","Вахрамеева С.Н.","1.2","ОДП.12 Физика","206","12.10-12.55 13.05-13.50","11.09.2026"
"2578","Вахрамеева С.Н.","1.2","ОДП.13 Физика","206","8.00-8.45 8.55-9.40","11.09.2026"
"2578","Бурундуков Е.В.","1.2","ОДБ.10 Биология","203","10.00-10.45 11.05-11.50","11.09.2026"
"2578","Бурундуков Е.В.","1.2","ОДБ.10 Биология","203","12.10-12.55 13.05-13.50","11.09.2026"
"2579","Бурундуков Е.В.","1.2","ОДБ.10 Биология","240","8.00-8.45 8.55-9.40","11.09.2026"
"2579","Волчихин К.А.","1.2","СГ.04 Физическая культура","с/з","10.00-10.45 11.05-11.50","11.09.2026"
"2579","Панфилова О.Л.","1.2","ОДБ.02 Литература","125","12.10-12.55 13.05-13.50","11.09.2026"
"2580","Глыдов В.Н.","1","УП.02.01 Учебная практика ""Ремонт механических систем и установка дополнительного оборудования на автотранспортные средства""","104","8.00-8.45 8.55-9.40","11.09.2026"
"2580","Григораш С.В.","2","УП.02.01 Учебная практика ""Ремонт механических систем и установка дополнительного оборудования на автотранспортные средства"""," ","8.00-8.45 8.55-9.40","11.09.2026"
"2580","Глыдов В.Н.","1","УП.02.01 Учебная практика ""Ремонт механических систем и установка дополнительного оборудования на автотранспортные средства""","104","10.00-10.45 11.05-11.50","11.09.2026"
"2580","Григораш С.В.","2","УП.02.01 Учебная практика ""Ремонт механических систем и установка дополнительного оборудования на автотранспортные средства"""," ","10.00-10.45 11.05-11.50","11.09.2026"
"2580","Глыдов В.Н.","1","УП.02.01 Учебная практика ""Ремонт механических систем и установка дополнительного оборудования на автотранспортные средства""","104","12.10-12.55 13.05-13.50","11.09.2026"
"2580","Григораш С.В.","2","УП.02.01 Учебная практика ""Ремонт механических систем и установка дополнительного оборудования на автотранспортные средства"""," ","12.10-12.55 13.05-13.50","11.09.2026"
"2581","Абакумов А.В.","1.2","ОДБ.07 Информатика","209","10.00-10.45 11.05-11.50","11.09.2026"
"2581","Абакумов А.В.","1.2","ОДБ.07 Информатика","209","12.10-12.55 13.05-13.50","11.09.2026"
"2582","Коробова Ю.А.","1.2","ОПЦ.04 Экономические и правовые основы производственной деятельности","245","8.00-8.45 8.55-9.40","11.09.2026"
"2582","Зылёв А.Д.","1.2","ОДБ.06 Информатика","207","10.00-10.45 11.05-11.50","11.09.2026"
"2582","Волчихин К.А.","1.2","ОДБ.07 Физическая культура","с/з","12.10-12.55 13.05-13.50","11.09.2026"
"2583","Васькина Н.И.","1.2","ПП.01.01 Производственная практика ""Документирование управленческой деятельности и организация работы с документами"""," ","8.00-8.45 8.55-9.40","11.09.2026"
"2583","Васькина Н.И.","1.2","ПП.01.01 Производственная практика ""Документирование управленческой деятельности и организация работы с документами"""," ","10.00-10.45 11.05-11.50","11.09.2026"
"2583","Васькина Н.И.","1.2","ПП.01.01 Производственная практика ""Документирование управленческой деятельности и организация работы с документами"""," ","12.10-12.55 13.05-13.50","11.09.2026"
"2684","Фазылов Р.Ю.","1.2","ОДБ.08 Основы безопасности и защита Родины","242","8.00-8.45 8.55-9.40","11.09.2026"
"2684","Романовская Е.В.","1.2","ОДБ.04 Обществознание (включая экономику и право)","247","10.00-10.45 11.05-11.50","11.09.2026"
"2684","Еськова И.П.","1.2","ОДП.11 Математика","202","12.10-12.55 13.05-13.50","11.09.2026"
"2685","Волчихин К.А.","1.2","ОДБ.07 Физическая культура","с/з","8.00-8.45 8.55-9.40","11.09.2026"
"2685","Пуртова А.В.","1.2","ОДБ.03 История","240","10.00-10.45 11.05-11.50","11.09.2026"
"2685","Пуртова А.В.","1.2","ОДБ.03 История","240","12.10-12.55 13.05-13.50","11.09.2026"
"2686","Ефимов А.Н.","1.2","ОП.01 Материаловедение","117","8.00-8.45 8.55-9.40","11.09.2026"
"2686","Полякова М.В.","1.2","ОДБ.03 История","250а","10.00-10.45 11.05-11.50","11.09.2026"
"2686","Пилипук В.А.","1.2","ПОО.02 Введение в профессию","117","12.10-12.55 13.05-13.50","11.09.2026"
"2687","Шмелёва А.В.","1.2","ОДП.11 Математика","203","8.00-8.45 8.55-9.40","11.09.2026"
"2687","Алта В.В.","1.2","ПОО.02 Введение в профессию","121","10.00-10.45 11.05-11.50","11.09.2026"
"2687","Алта В.В.","1.2","ПОО.02 Введение в профессию","121","12.10-12.55 13.05-13.50","11.09.2026"
"2688","Кузнецов Н.В.","1.2","ОП.02 Основы материаловедения и технология общеслесарных работ","202","8.00-8.45 8.55-9.40","11.09.2026"
"2688","Шмелёва А.В.","1.2","ОДП.11 Математика","202","10.00-10.45 11.05-11.50","11.09.2026"
"2688","Полякова М.В.","1.2","ОДБ.03 История","250а","12.10-12.55 13.05-13.50","11.09.2026"
"А24-1","Бакланова Е.В.","1.2","МДК.02.02 Обработка и воспроизводство плодородия почв","122","16.00-16.45 17.05-17.50","11.09.2026"
"А24-1","Бакланова Е.В.","1.2","МДК.02.02 Обработка и воспроизводство плодородия почв","122","18.00-18.45 18.55-19.40","11.09.2026"
"А24-1","Бакланова Е.В.","1.2","МДК.02.01 Защита растений","122","8.00-8.45 8.55-9.40","12.09.2026"
"А24-1","Бакланова Е.В.","1.2","МДК.02.01 Защита растений","122","10.00-10.45 11.05-11.50","12.09.2026"
"А24-1","Бакланова Е.В.","1.2","МДК.02.01 Защита растений","122","12.10-12.55 13.05-13.50","12.09.2026"
"Д24-5","Вострецова Н.В.","1.2","СГ.07 Экологические основы природопользования","112","16.00-16.45 17.05-17.50","12.09.2026"
"Д24-5","Васькина Н.И.","1.2","МДК.02.02 Государственные, муниципальные архивы и архивы организаций","136","18.00-18.45 18.55-19.40","12.09.2026"
"Д24-5","Шошин Н.А.","1.2","СГ.04 Физическая культура","с/з","8.00-8.45 8.55-9.40","12.09.2026"
"Д24-5","Полякова М.В.","1.2","СГ.01 История России","библ","10.00-10.45 11.05-11.50","12.09.2026"
"Д24-5","Вострецова Н.В.","1.2","СГ.07 Экологические основы природопользования","112","12.10-12.55 13.05-13.50","12.09.2026"
"ДО24-6","Мартемьянова С.В.","1.2","МДК.02.06 Теоретические и методические основы организации трудовой деятельности детей дошкольного возраста","250","16.00-16.45 17.05-17.50","12.09.2026"
"ДО24-6","Шошин Н.А.","1.2","СГ.04 Физическая культура","с/з","18.00-18.45 18.55-19.40","12.09.2026"
"ДО24-6","Мартемьянова С.В.","1.2","ОПЦ.07 Основы обучения лиц с особыми образовательными потребностями","250","8.00-8.45 8.55-9.40","12.09.2026"
"ДО24-6","Абакумов А.В.","1.2","ОПЦ.06 Информатика и информационно-коммуникационные технологии в профессиональной деятельности","245","10.00-10.45 11.05-11.50","12.09.2026"
"ДО24-6","Шошин Н.А.","1.2","СГ.04 Физическая культура","с/з","12.10-12.55 13.05-13.50","12.09.2026"
"ДО26-7","Еськова И.П.","1.2","ОУП.03 Математика","202","16.00-16.45 17.05-17.50","12.09.2026"
"ДО26-7","Мартемьянова С.В.","1.2","ПОО.01 Ведение в специальность","250","18.00-18.45 18.55-19.40","12.09.2026"
"ДО26-7","Еськова И.П.","1.2","ОУП.03 Математика","239","8.00-8.45 8.55-9.40","12.09.2026"
"ДО26-7","Богданов М.В.","1.2","ОУП.07 Химия","203","10.00-10.45 11.05-11.50","12.09.2026"
"ДО26-7","Романовская Е.В.","1.2","ОУП.10 Обществознание","247","12.10-12.55 13.05-13.50","12.09.2026"
"ПКД24-4","Седякина Д.Ю.","1.2","ОГСЭ.03 Иностранный язык в профессиональной деятельности","133","16.00-16.45 17.05-17.50","12.09.2026"
"ПКД24-4","Седякина Д.Ю.","1.2","ОГСЭ.03 Иностранный язык в профессиональной деятельности","133","18.00-18.45 18.55-19.40","12.09.2026"
"ПКД24-4","Шошин Н.А.","1.2","ОГСЭ.04 Физическая культура","с/з","10.00-10.45 11.05-11.50","12.09.2026"
"ПКД24-4","Абакумов А.В.","1.2","БД.07 Информатика","245","12.10-12.55 13.05-13.50","12.09.2026"
"ПКД26-5","Богданов М.В.","1.2","ПД.12 Химия","203","16.00-16.45 17.05-17.50","12.09.2026"
"ПКД26-5","Завьялов И.А.","1.2","ПОО.02 Введение в специальность","121","18.00-18.45 18.55-19.40","12.09.2026"
"ПКД26-5","Фазылов Р.Ю.","1.2","БД.08 Основы безопасности и защита Родины","242","8.00-8.45 8.55-9.40","12.09.2026"
"ПКД26-5","Фазылов Р.Ю.","1.2","БД.08 Основы безопасности и защита Родины","242","10.00-10.45 11.05-11.50","12.09.2026"
"ПКД26-5","Богданов М.В.","1.2","ПД.12 Химия","203","12.10-12.55 13.05-13.50","12.09.2026"
"СС25-3","Малушкин А.В.","1.2","ОП.05 Основы проектирования баз данных","209","16.00-16.45 17.05-17.50","12.09.2026"
"СС25-3","Машер В.В.","1.2","МДК.01.03Безопасность компьютерных сетей","207","18.00-18.45 18.55-19.40","12.09.2026"
"СС25-3","Малушкин А.В.","1.2","ОП.05 Основы проектирования баз данных","209","8.00-8.45 8.55-9.40","12.09.2026"
"СС25-3","Малушкин А.В.","1.2","ОП.05 Основы проектирования баз данных","209","10.00-10.45 11.05-11.50","12.09.2026"
"СС25-3","Вахрамеева С.Н.","1.2","ПД.03 Физика","206","12.10-12.55 13.05-13.50","12.09.2026"
"СС26-4","Машер В.В.","1.2","ОП.06 Архитектура аппаратных средств","207","16.00-16.45 17.05-17.50","12.09.2026"
"СС26-4","Еськова И.П.","1.2","ПД.01 Математика","202","18.00-18.45 18.55-19.40","12.09.2026"
"СС26-4","Романовская Е.В.","1.2","БД.04 Обществознание","247","8.00-8.45 8.55-9.40","12.09.2026"
"СС26-4","Еськова И.П.","1.2","ПД.01 Математика","239","10.00-10.45 11.05-11.50","12.09.2026"
"СС26-4","Зылёва Я.Ф.","1.2","СГ.06 Основы финансовой грамотности","136","12.10-12.55 13.05-13.50","12.09.2026"
"ТОд23-1","Шошин Н.А.","1.2","ОГСЭ.04 Физическая культура","с/з","16.00-16.45 17.05-17.50","12.09.2026"
"ТОд23-1","Пилипук В.А.","1.2","МДК.03.02 Организация работ по модернизации автотранспортных средств","117","18.00-18.45 18.55-19.40","12.09.2026"
"ТОд23-1","Григораш С.В.","1.2","МДК.03.04 Производственное оборудование","104","8.00-8.45 8.55-9.40","12.09.2026"
"ТОд23-1","Григораш С.В.","1.2","МДК.03.04 Производственное оборудование","104","10.00-10.45 11.05-11.50","12.09.2026"
"ТОд23-1","Григораш С.В.","1.2","МДК.03.04 Производственное оборудование","104","12.10-12.55 13.05-13.50","12.09.2026"
"Э25-6","Дьячкова Е.Р.","1.2","МДК.01.02 Организация расчетов с бюджетами бюджетной системы Российской Федерации","245","16.00-16.45 17.05-17.50","12.09.2026"
"Э25-6","Григораш А.В.","1.2","БД.10 Биология","239","18.00-18.45 18.55-19.40","12.09.2026"
"ЭСХ23-4","Пилипук В.А.","1.2","МДК.04.01 Устройство и техническое обслуживание транспортных средств категории ""BC"" как объектов управления","117","16.00-16.45 17.05-17.50","12.09.2026"
"ЭСХ23-4","Болдырева Н.Н.","1.2","ОП.19 Правила оказания первой помощи при дорожно-транспортном происшествии","139","18.00-18.45 18.55-19.40","12.09.2026"
"ЭСХ23-4","Бурундуков Е.В.","1.2","ОП.18 Основы законодательства в сфере дорожного движения","139","8.00-8.45 8.55-9.40","12.09.2026"
"ЭСХ23-4","Бурундуков Е.В.","1.2","МДК.04.02 Основы управления транспортными средствами категории BC","139","10.00-10.45 11.05-11.50","12.09.2026"
"ЭСХ23-4","Бурундуков Е.В.","1.2","ОП.18 Основы законодательства в сфере дорожного движения","139","12.10-12.55 13.05-13.50","12.09.2026"
"ЭСХ25-5","Азиатцев Е.С.","1","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","гараж","16.00-16.45 17.05-17.50","12.09.2026"
"ЭСХ25-5","Зуев Н.А.","2","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","№15 гараж","16.00-16.45 17.05-17.50","12.09.2026"
"ЭСХ25-5","Азиатцев Е.С.","1","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","гараж","18.00-18.45 18.55-19.40","12.09.2026"
"ЭСХ25-5","Зуев Н.А.","2","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","№15 гараж","18.00-18.45 18.55-19.40","12.09.2026"
"ЭСХ25-5","Азиатцев Е.С.","1","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","гараж","8.00-8.45 8.55-9.40","12.09.2026"
"ЭСХ25-5","Зуев Н.А.","2","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","№15 гараж","8.00-8.45 8.55-9.40","12.09.2026"
"ЭСХ25-5","Азиатцев Е.С.","1","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","гараж","10.00-10.45 11.05-11.50","12.09.2026"
"ЭСХ25-5","Зуев Н.А.","2","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","№15 гараж","10.00-10.45 11.05-11.50","12.09.2026"
"ЭСХ25-5","Азиатцев Е.С.","1","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","гараж","12.10-12.55 13.05-13.50","12.09.2026"
"ЭСХ25-5","Зуев Н.А.","2","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","№15 гараж","12.10-12.55 13.05-13.50","12.09.2026"
"2367","Мещерякова Д.М.","1","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","лабор","8.00-8.45 8.55-9.40","12.09.2026"
"2367","Улыбина Н.Г.","2","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","118","8.00-8.45 8.55-9.40","12.09.2026"
"2367","Мещерякова Д.М.","1","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","лабор","10.00-10.45 11.05-11.50","12.09.2026"
"2367","Улыбина Н.Г.","2","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","118","10.00-10.45 11.05-11.50","12.09.2026"
"2367","Мещерякова Д.М.","1","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","лабор","12.10-12.55 13.05-13.50","12.09.2026"
"2367","Улыбина Н.Г.","2","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","118","12.10-12.55 13.05-13.50","12.09.2026"
"2578","Машер В.В.","1","УП.01.01 Учебная практика ""Документирование состояния инфокоммуникационных систем и их составляющих в процессе наладки и эксплуатации""","207","8.00-8.45 8.55-9.40","12.09.2026"
"2578","Халитов Р.К.","2","УП.01.01 Учебная практика ""Документирование состояния инфокоммуникационных систем и их составляющих в процессе наладки и эксплуатации"""," ","8.00-8.45 8.55-9.40","12.09.2026"
"2578","Машер В.В.","1","УП.01.01 Учебная практика ""Документирование состояния инфокоммуникационных систем и их составляющих в процессе наладки и эксплуатации""","207","10.00-10.45 11.05-11.50","12.09.2026"
"2578","Халитов Р.К.","2","УП.01.01 Учебная практика ""Документирование состояния инфокоммуникационных систем и их составляющих в процессе наладки и эксплуатации"""," ","10.00-10.45 11.05-11.50","12.09.2026"
"2578","Машер В.В.","1","УП.01.01 Учебная практика ""Документирование состояния инфокоммуникационных систем и их составляющих в процессе наладки и эксплуатации""","207","12.10-12.55 13.05-13.50","12.09.2026"
"2578","Халитов Р.К.","2","УП.01.01 Учебная практика ""Документирование состояния инфокоммуникационных систем и их составляющих в процессе наладки и эксплуатации"""," ","12.10-12.55 13.05-13.50","12.09.2026"
"2579","Вахрамеева С.Н.","1.2","ОДП.13 Физика","206","8.00-8.45 8.55-9.40","12.09.2026"
"2579","Панфилова О.Л.","1.2","ОДБ.02 Литература","125","10.00-10.45 11.05-11.50","12.09.2026"
"2579","Панфилова О.Л.","1.2","ОДБ.02 Литература","125","12.10-12.55 13.05-13.50","12.09.2026"
"2580","Пилипук В.А.","1.2","МДК.02.01 Диагностика автотранспортных средств","117","8.00-8.45 8.55-9.40","12.09.2026"
"2580","Вахрамеева С.Н.","1.2","ОДП.13 Физика","206","10.00-10.45 11.05-11.50","12.09.2026"
"2580","Пилипук В.А.","1.2","МДК.02.01 Диагностика автотранспортных средств","117","12.10-12.55 13.05-13.50","12.09.2026"
"2581","Абакумов А.В.","1.2","ОДБ.07 Информатика","245","8.00-8.45 8.55-9.40","12.09.2026"
"2581","Пуртова А.В.","1.2","СГ.01 История России","240","10.00-10.45 11.05-11.50","12.09.2026"
"2582","Зылёв А.Д.","1.2","ОДБ.06 Информатика","136","8.00-8.45 8.55-9.40","12.09.2026"
"2582","Деньгуб А.А.","1.2","ОДП.02 Математика","133","10.00-10.45 11.05-11.50","12.09.2026"
"2582","Деньгуб А.А.","1.2","ОДП.02 Математика","133","12.10-12.55 13.05-13.50","12.09.2026"
"2583","Васькина Н.И.","1.2","ПП.01.01 Производственная практика ""Документирование управленческой деятельности и организация работы с документами"""," ","12.10-12.55 13.05-13.50","12.09.2026"
"2583","Васькина Н.И.","1.2","ПП.01.01 Производственная практика ""Документирование управленческой деятельности и организация работы с документами"""," ","14.00-14.45 14.55-15.40","12.09.2026"
"2583","Васькина Н.И.","1.2","ПП.01.01 Производственная практика ""Документирование управленческой деятельности и организация работы с документами"""," ","16.00-16.45 17.05-17.50","12.09.2026"
"2684","Деньгуб А.А.","1.2","ПОО.02 Введение в профессию","135","8.00-8.45 8.55-9.40","12.09.2026"
"2684","Зылёв А.Д.","1.2","ОДП.12 Информатика","136","10.00-10.45 11.05-11.50","12.09.2026"
"2684","Еськова И.П.","1.2","ОДП.11 Математика","239","12.10-12.55 13.05-13.50","12.09.2026"
"2685","Панфилова О.Л.","1.2","ОДБ.02 Литература","125","8.00-8.45 8.55-9.40","12.09.2026"
"2685","Шмелёва А.В.","1.2","ОДП.11 Математика","121","10.00-10.45 11.05-11.50","12.09.2026"
"2685","Пуртова А.В.","1.2","ОДБ.03 История","240","12.10-12.55 13.05-13.50","12.09.2026"
"2686","Полякова М.В.","1.2","ОДБ.03 История","250а","8.00-8.45 8.55-9.40","12.09.2026"
"2686","Пилипук В.А.","1.2","ПОО.02 Введение в профессию","117","10.00-10.45 11.05-11.50","12.09.2026"
"2686","Григораш А.В.","1.2","ОДБ.05 География","242","12.10-12.55 13.05-13.50","12.09.2026"
"2687","Шмелёва А.В.","1.2","ОДП.11 Математика","121","8.00-8.45 8.55-9.40","12.09.2026"
"2687","Романовская Е.В.","1.2","ОДБ.04 Обществознание (включая экономику и право)","247","10.00-10.45 11.05-11.50","12.09.2026"
"2687","Алта В.В.","1.2","ОП.03 Материаловедение","121","12.10-12.55 13.05-13.50","12.09.2026"
"2688","Кузнецов Н.В.","1.2","ПОО.02 Введение в профессию","202","8.00-8.45 8.55-9.40","12.09.2026"
"2688","Кузнецов Н.В.","1.2","МДК.01.01 Технология выполнения работ по ремонту и наладке сельскохозяйственных машин и оборудования","202","10.00-10.45 11.05-11.50","12.09.2026"
"2688","Кузнецов Н.В.","1.2","ОП.02 Основы материаловедения и технология общеслесарных работ","202","12.10-12.55 13.05-13.50","12.09.2026"
